user_id,signup_date,signup_month,acquisition_channel,city_tier,age_bracket,risk_profile
NV407825,2026-04-14,2026-04,Influencer/Content,Tier 1,18-24,Moderate
NV407826,2026-04-16,2026-04,Organic App Store,Tier 1,35-44,Conservative
NV407827,2026-04-22,2026-04,Influencer/Content,Tier 2,25-34,Aggressive
NV407828,2026-04-17,2026-04,Referral,Tier 1,25-34,Conservative
NV407829,2026-04-17,2026-04,Paid Ads,Tier 2,45-54,Moderate
NV407830,2026-04-02,2026-04,Paid Ads,Tier 2,45-54,Aggressive
NV407831,2026-04-14,2026-04,Referral,Tier 2,18-24,Conservative
NV407832,2026-04-16,2026-04,Paid Ads,Tier 1,18-24,Aggressive
NV407833,2026-04-18,2026-04,Organic App Store,Tier 3,25-34,Moderate
NV407834,2026-04-14,2026-04,Referral,Tier 2,35-44,Aggressive
NV407835,2026-04-19,2026-04,Influencer/Content,Tier 2,35-44,Moderate
NV407836,2026-04-23,2026-04,Referral,Tier 1,25-34,Moderate
NV407837,2026-04-20,2026-04,Referral,Tier 1,25-34,Aggressive
NV407838,2026-04-23,2026-04,Organic App Store,Tier 1,35-44,Moderate
NV407839,2026-04-11,2026-04,Influencer/Content,Tier 3,18-24,Conservative
NV407840,2026-04-28,2026-04,Paid Ads,Tier 3,25-34,Moderate
NV407841,2026-04-13,2026-04,Organic App Store,Tier 3,18-24,Moderate
NV407842,2026-04-17,2026-04,Organic App Store,Tier 3,25-34,Aggressive
NV407843,2026-04-13,2026-04,Organic App Store,Tier 3,35-44,Aggressive
NV407844,2026-04-02,2026-04,Paid Ads,Tier 1,45-54,Conservative
NV407845,2026-04-22,2026-04,Referral,Tier 2,25-34,Aggressive
NV407846,2026-04-24,2026-04,Influencer/Content,Tier 3,25-34,Aggressive
NV407847,2026-04-17,2026-04,Referral,Tier 2,45-54,Moderate
NV407848,2026-04-25,2026-04,Organic App Store,Tier 3,55+,Conservative
NV407849,2026-04-08,2026-04,Organic App Store,Tier 1,18-24,Aggressive
NV407850,2026-04-05,2026-04,Organic App Store,Tier 2,18-24,Aggressive
NV407851,2026-04-21,2026-04,Paid Ads,Tier 1,25-34,Moderate
NV407852,2026-04-02,2026-04,Organic App Store,Tier 1,35-44,Conservative
NV407853,2026-04-04,2026-04,Organic App Store,Tier 3,25-34,Conservative
NV407854,2026-04-17,2026-04,Organic App Store,Tier 3,35-44,Moderate
NV407855,2026-04-10,2026-04,Paid Ads,Tier 1,35-44,Conservative
NV407856,2026-04-27,2026-04,Influencer/Content,Tier 2,25-34,Aggressive
NV407857,2026-04-10,2026-04,Organic App Store,Tier 1,18-24,Conservative
NV407858,2026-04-22,2026-04,Organic App Store,Tier 2,25-34,Moderate
NV407859,2026-04-03,2026-04,Organic App Store,Tier 3,45-54,Conservative
NV407860,2026-04-10,2026-04,Referral,Tier 2,55+,Conservative
NV407861,2026-04-17,2026-04,Organic App Store,Tier 1,35-44,Moderate
NV407862,2026-04-23,2026-04,Paid Ads,Tier 1,35-44,Moderate
NV407863,2026-04-27,2026-04,Paid Ads,Tier 2,35-44,Conservative
NV407864,2026-04-01,2026-04,Organic App Store,Tier 1,55+,Conservative
NV407865,2026-04-30,2026-04,Paid Ads,Tier 2,25-34,Moderate
NV407866,2026-04-17,2026-04,Paid Ads,Tier 1,35-44,Moderate
NV407867,2026-04-13,2026-04,Paid Ads,Tier 3,25-34,Moderate
NV407868,2026-04-14,2026-04,Paid Ads,Tier 3,35-44,Moderate
NV407869,2026-04-12,2026-04,Organic App Store,Tier 1,45-54,Aggressive
NV407870,2026-04-26,2026-04,Influencer/Content,Tier 1,35-44,Moderate
NV407871,2026-04-06,2026-04,Organic App Store,Tier 2,45-54,Aggressive
NV407872,2026-04-11,2026-04,Referral,Tier 2,35-44,Conservative
NV407873,2026-04-05,2026-04,Organic App Store,Tier 1,35-44,Conservative
NV407874,2026-04-14,2026-04,Influencer/Content,Tier 1,18-24,Moderate
NV407875,2026-04-01,2026-04,Paid Ads,Tier 1,25-34,Conservative
NV407876,2026-04-27,2026-04,Paid Ads,Tier 2,25-34,Aggressive
NV407877,2026-04-01,2026-04,Paid Ads,Tier 1,25-34,Conservative
NV407878,2026-04-20,2026-04,Organic App Store,Tier 2,35-44,Moderate
NV407879,2026-04-03,2026-04,Influencer/Content,Tier 2,25-34,Conservative
NV407880,2026-04-04,2026-04,Paid Ads,Tier 1,35-44,Conservative
NV407881,2026-04-02,2026-04,Influencer/Content,Tier 2,18-24,Conservative
NV407882,2026-04-21,2026-04,Organic App Store,Tier 3,25-34,Moderate
NV407883,2026-04-10,2026-04,Organic App Store,Tier 1,45-54,Moderate
NV407884,2026-04-23,2026-04,Organic App Store,Tier 3,25-34,Aggressive
NV407885,2026-04-22,2026-04,Influencer/Content,Tier 3,25-34,Conservative
NV407886,2026-04-13,2026-04,Organic App Store,Tier 1,25-34,Moderate
NV407887,2026-04-10,2026-04,Organic App Store,Tier 3,35-44,Moderate
NV407888,2026-04-19,2026-04,Influencer/Content,Tier 2,25-34,Conservative
NV407889,2026-04-24,2026-04,Organic App Store,Tier 1,25-34,Moderate
NV407890,2026-04-13,2026-04,Paid Ads,Tier 2,35-44,Moderate
NV407891,2026-04-18,2026-04,Organic App Store,Tier 1,25-34,Aggressive
NV407892,2026-04-26,2026-04,Referral,Tier 3,25-34,Conservative
NV407893,2026-04-05,2026-04,Referral,Tier 1,45-54,Moderate
NV407894,2026-04-21,2026-04,Referral,Tier 3,25-34,Conservative
NV407895,2026-04-20,2026-04,Organic App Store,Tier 3,25-34,Conservative
NV407896,2026-04-10,2026-04,Referral,Tier 2,25-34,Moderate
NV407897,2026-04-14,2026-04,Organic App Store,Tier 1,18-24,Moderate
NV407898,2026-04-04,2026-04,Referral,Tier 2,25-34,Conservative
NV407899,2026-04-17,2026-04,Influencer/Content,Tier 3,25-34,Aggressive
NV407900,2026-04-27,2026-04,Referral,Tier 2,35-44,Aggressive
NV407901,2026-04-10,2026-04,Organic App Store,Tier 2,35-44,Moderate
NV407902,2026-04-06,2026-04,Paid Ads,Tier 1,25-34,Aggressive
NV407903,2026-04-01,2026-04,Referral,Tier 1,25-34,Aggressive
NV407904,2026-04-12,2026-04,Referral,Tier 3,45-54,Moderate
NV407905,2026-04-15,2026-04,Organic App Store,Tier 1,18-24,Moderate
NV407906,2026-04-24,2026-04,Influencer/Content,Tier 2,45-54,Moderate
NV407907,2026-04-02,2026-04,Organic App Store,Tier 1,35-44,Aggressive
NV407908,2026-04-22,2026-04,Organic App Store,Tier 3,25-34,Aggressive
NV407909,2026-04-13,2026-04,Organic App Store,Tier 2,25-34,Moderate
NV407910,2026-04-16,2026-04,Organic App Store,Tier 2,35-44,Aggressive
NV407911,2026-04-09,2026-04,Referral,Tier 3,45-54,Conservative
NV407912,2026-04-02,2026-04,Referral,Tier 2,55+,Moderate
NV407913,2026-04-04,2026-04,Influencer/Content,Tier 2,25-34,Moderate
NV407914,2026-04-01,2026-04,Paid Ads,Tier 1,25-34,Moderate
NV407915,2026-04-21,2026-04,Referral,Tier 1,18-24,Moderate
NV407916,2026-04-14,2026-04,Referral,Tier 1,18-24,Conservative
NV407917,2026-04-13,2026-04,Paid Ads,Tier 2,25-34,Aggressive
NV407918,2026-04-18,2026-04,Organic App Store,Tier 3,35-44,Aggressive
NV407919,2026-04-26,2026-04,Organic App Store,Tier 2,35-44,Aggressive
NV407920,2026-04-25,2026-04,Referral,Tier 2,25-34,Conservative
NV407921,2026-04-25,2026-04,Organic App Store,Tier 3,25-34,Conservative
NV407922,2026-04-29,2026-04,Organic App Store,Tier 1,35-44,Moderate
NV407923,2026-04-23,2026-04,Organic App Store,Tier 2,25-34,Aggressive
NV407924,2026-04-10,2026-04,Paid Ads,Tier 2,18-24,Moderate
NV407925,2026-04-16,2026-04,Influencer/Content,Tier 2,18-24,Aggressive
NV407926,2026-04-06,2026-04,Referral,Tier 2,18-24,Conservative
NV407927,2026-04-26,2026-04,Organic App Store,Tier 1,25-34,Aggressive
NV407928,2026-04-03,2026-04,Influencer/Content,Tier 3,25-34,Aggressive
NV407929,2026-04-29,2026-04,Paid Ads,Tier 3,18-24,Conservative
NV407930,2026-04-19,2026-04,Organic App Store,Tier 1,25-34,Moderate
NV407931,2026-04-18,2026-04,Organic App Store,Tier 1,45-54,Conservative
NV407932,2026-04-14,2026-04,Organic App Store,Tier 1,25-34,Conservative
NV407933,2026-04-16,2026-04,Influencer/Content,Tier 2,35-44,Moderate
NV407934,2026-04-07,2026-04,Influencer/Content,Tier 1,25-34,Moderate
NV407935,2026-04-13,2026-04,Influencer/Content,Tier 3,45-54,Conservative
NV407936,2026-04-08,2026-04,Referral,Tier 1,18-24,Moderate
NV407937,2026-04-17,2026-04,Organic App Store,Tier 3,35-44,Aggressive
NV407938,2026-04-23,2026-04,Organic App Store,Tier 2,35-44,Conservative
NV407939,2026-04-03,2026-04,Organic App Store,Tier 3,25-34,Conservative
NV407940,2026-04-25,2026-04,Organic App Store,Tier 1,35-44,Moderate
NV407941,2026-04-08,2026-04,Organic App Store,Tier 2,25-34,Aggressive
NV407942,2026-04-02,2026-04,Organic App Store,Tier 1,25-34,Conservative
NV407943,2026-04-08,2026-04,Paid Ads,Tier 1,25-34,Moderate
NV407944,2026-04-21,2026-04,Organic App Store,Tier 3,35-44,Conservative
NV407945,2026-04-09,2026-04,Organic App Store,Tier 2,18-24,Moderate
NV407946,2026-04-15,2026-04,Referral,Tier 1,35-44,Moderate
NV407947,2026-04-29,2026-04,Referral,Tier 3,25-34,Moderate
NV407948,2026-04-01,2026-04,Paid Ads,Tier 3,18-24,Conservative
NV407949,2026-04-28,2026-04,Organic App Store,Tier 3,25-34,Aggressive
NV407950,2026-05-22,2026-05,Paid Ads,Tier 1,25-34,Aggressive
NV407951,2026-05-15,2026-05,Paid Ads,Tier 1,35-44,Moderate
NV407952,2026-05-11,2026-05,Organic App Store,Tier 1,25-34,Moderate
NV407953,2026-05-17,2026-05,Referral,Tier 1,25-34,Aggressive
NV407954,2026-05-16,2026-05,Paid Ads,Tier 3,35-44,Moderate
NV407955,2026-05-05,2026-05,Referral,Tier 2,18-24,Moderate
NV407956,2026-05-06,2026-05,Influencer/Content,Tier 3,45-54,Conservative
NV407957,2026-05-27,2026-05,Referral,Tier 1,25-34,Aggressive
NV407958,2026-05-27,2026-05,Organic App Store,Tier 1,25-34,Moderate
NV407959,2026-05-30,2026-05,Paid Ads,Tier 3,25-34,Moderate
NV407960,2026-05-10,2026-05,Influencer/Content,Tier 1,35-44,Conservative
NV407961,2026-05-13,2026-05,Influencer/Content,Tier 1,35-44,Aggressive
NV407962,2026-05-14,2026-05,Organic App Store,Tier 1,45-54,Moderate
NV407963,2026-05-24,2026-05,Influencer/Content,Tier 2,25-34,Moderate
NV407964,2026-05-14,2026-05,Organic App Store,Tier 2,25-34,Moderate
NV407965,2026-05-07,2026-05,Organic App Store,Tier 2,25-34,Conservative
NV407966,2026-05-17,2026-05,Organic App Store,Tier 2,45-54,Aggressive
NV407967,2026-05-18,2026-05,Influencer/Content,Tier 3,25-34,Moderate
NV407968,2026-05-29,2026-05,Organic App Store,Tier 1,25-34,Aggressive
NV407969,2026-05-08,2026-05,Referral,Tier 3,35-44,Aggressive
NV407970,2026-05-20,2026-05,Influencer/Content,Tier 2,18-24,Moderate
NV407971,2026-05-24,2026-05,Referral,Tier 1,45-54,Conservative
NV407972,2026-05-01,2026-05,Referral,Tier 2,25-34,Conservative
NV407973,2026-05-30,2026-05,Influencer/Content,Tier 1,35-44,Moderate
NV407974,2026-05-02,2026-05,Influencer/Content,Tier 1,35-44,Aggressive
NV407975,2026-05-14,2026-05,Paid Ads,Tier 2,45-54,Aggressive
NV407976,2026-05-02,2026-05,Paid Ads,Tier 2,25-34,Conservative
NV407977,2026-05-27,2026-05,Organic App Store,Tier 1,45-54,Aggressive
NV407978,2026-05-30,2026-05,Paid Ads,Tier 1,18-24,Moderate
NV407979,2026-05-09,2026-05,Influencer/Content,Tier 1,45-54,Conservative
NV407980,2026-05-20,2026-05,Referral,Tier 3,45-54,Moderate
NV407981,2026-05-02,2026-05,Organic App Store,Tier 3,25-34,Conservative
NV407982,2026-05-18,2026-05,Organic App Store,Tier 2,25-34,Conservative
NV407983,2026-05-11,2026-05,Influencer/Content,Tier 1,25-34,Aggressive
NV407984,2026-05-16,2026-05,Organic App Store,Tier 3,25-34,Conservative
NV407985,2026-05-16,2026-05,Referral,Tier 3,25-34,Conservative
NV407986,2026-05-15,2026-05,Influencer/Content,Tier 2,18-24,Aggressive
NV407987,2026-05-22,2026-05,Referral,Tier 1,25-34,Moderate
NV407988,2026-05-03,2026-05,Organic App Store,Tier 3,35-44,Aggressive
NV407989,2026-05-11,2026-05,Referral,Tier 2,35-44,Aggressive
NV407990,2026-05-07,2026-05,Referral,Tier 1,25-34,Moderate
NV407991,2026-05-27,2026-05,Influencer/Content,Tier 1,25-34,Aggressive
NV407992,2026-05-05,2026-05,Organic App Store,Tier 2,35-44,Moderate
NV407993,2026-05-04,2026-05,Paid Ads,Tier 1,25-34,Aggressive
NV407994,2026-05-23,2026-05,Influencer/Content,Tier 2,45-54,Conservative
NV407995,2026-05-26,2026-05,Influencer/Content,Tier 1,18-24,Conservative
NV407996,2026-05-21,2026-05,Influencer/Content,Tier 1,25-34,Conservative
NV407997,2026-05-09,2026-05,Paid Ads,Tier 1,25-34,Moderate
NV407998,2026-05-21,2026-05,Referral,Tier 2,55+,Conservative
NV407999,2026-05-02,2026-05,Referral,Tier 1,55+,Aggressive
NV408000,2026-05-23,2026-05,Organic App Store,Tier 2,35-44,Moderate
NV408001,2026-05-26,2026-05,Paid Ads,Tier 2,18-24,Conservative
NV408002,2026-05-23,2026-05,Influencer/Content,Tier 2,45-54,Moderate
NV408003,2026-05-07,2026-05,Paid Ads,Tier 2,18-24,Moderate
NV408004,2026-05-03,2026-05,Organic App Store,Tier 2,25-34,Conservative
NV408005,2026-05-25,2026-05,Referral,Tier 2,45-54,Moderate
NV408006,2026-05-22,2026-05,Referral,Tier 2,35-44,Aggressive
NV408007,2026-05-22,2026-05,Paid Ads,Tier 3,25-34,Moderate
NV408008,2026-05-06,2026-05,Organic App Store,Tier 1,18-24,Conservative
NV408009,2026-05-20,2026-05,Paid Ads,Tier 2,35-44,Moderate
NV408010,2026-05-17,2026-05,Organic App Store,Tier 2,25-34,Moderate
NV408011,2026-05-22,2026-05,Paid Ads,Tier 2,25-34,Conservative
NV408012,2026-05-13,2026-05,Organic App Store,Tier 3,35-44,Conservative
NV408013,2026-05-14,2026-05,Organic App Store,Tier 1,35-44,Conservative
NV408014,2026-05-14,2026-05,Influencer/Content,Tier 2,25-34,Conservative
NV408015,2026-05-08,2026-05,Organic App Store,Tier 1,25-34,Aggressive
NV408016,2026-05-09,2026-05,Influencer/Content,Tier 2,25-34,Aggressive
NV408017,2026-05-22,2026-05,Influencer/Content,Tier 1,25-34,Moderate
NV408018,2026-05-01,2026-05,Referral,Tier 1,25-34,Conservative
NV408019,2026-05-17,2026-05,Influencer/Content,Tier 1,25-34,Aggressive
NV408020,2026-05-27,2026-05,Organic App Store,Tier 2,25-34,Aggressive
NV408021,2026-05-23,2026-05,Influencer/Content,Tier 3,35-44,Moderate
NV408022,2026-05-04,2026-05,Organic App Store,Tier 1,45-54,Aggressive
NV408023,2026-05-23,2026-05,Influencer/Content,Tier 2,35-44,Moderate
NV408024,2026-05-09,2026-05,Organic App Store,Tier 2,25-34,Conservative
NV408025,2026-05-30,2026-05,Influencer/Content,Tier 2,45-54,Conservative
NV408026,2026-05-02,2026-05,Influencer/Content,Tier 2,25-34,Conservative
NV408027,2026-05-12,2026-05,Paid Ads,Tier 3,25-34,Moderate
NV408028,2026-05-01,2026-05,Organic App Store,Tier 1,18-24,Aggressive
NV408029,2026-05-24,2026-05,Referral,Tier 2,18-24,Conservative
NV408030,2026-05-27,2026-05,Organic App Store,Tier 2,25-34,Conservative
NV408031,2026-05-07,2026-05,Organic App Store,Tier 3,25-34,Conservative
NV408032,2026-05-08,2026-05,Organic App Store,Tier 1,25-34,Aggressive
NV408033,2026-05-12,2026-05,Organic App Store,Tier 1,45-54,Moderate
NV408034,2026-05-15,2026-05,Organic App Store,Tier 1,25-34,Moderate
NV408035,2026-05-19,2026-05,Referral,Tier 1,25-34,Aggressive
NV408036,2026-05-24,2026-05,Influencer/Content,Tier 1,45-54,Conservative
NV408037,2026-05-21,2026-05,Organic App Store,Tier 3,25-34,Aggressive
NV408038,2026-05-09,2026-05,Paid Ads,Tier 1,35-44,Aggressive
NV408039,2026-05-17,2026-05,Influencer/Content,Tier 3,25-34,Moderate
NV408040,2026-05-15,2026-05,Organic App Store,Tier 2,25-34,Conservative
NV408041,2026-05-25,2026-05,Influencer/Content,Tier 2,35-44,Moderate
NV408042,2026-05-15,2026-05,Referral,Tier 1,35-44,Moderate
NV408043,2026-05-12,2026-05,Organic App Store,Tier 3,25-34,Aggressive
NV408044,2026-05-20,2026-05,Paid Ads,Tier 1,18-24,Moderate
NV408045,2026-05-13,2026-05,Paid Ads,Tier 3,35-44,Conservative
NV408046,2026-05-23,2026-05,Paid Ads,Tier 2,35-44,Aggressive
NV408047,2026-05-26,2026-05,Referral,Tier 1,18-24,Conservative
NV408048,2026-05-30,2026-05,Organic App Store,Tier 2,45-54,Moderate
NV408049,2026-05-17,2026-05,Organic App Store,Tier 3,45-54,Moderate
NV408050,2026-05-30,2026-05,Paid Ads,Tier 2,25-34,Conservative
NV408051,2026-05-03,2026-05,Referral,Tier 2,18-24,Conservative
NV408052,2026-05-16,2026-05,Paid Ads,Tier 2,45-54,Conservative
NV408053,2026-05-20,2026-05,Paid Ads,Tier 2,45-54,Moderate
NV408054,2026-05-07,2026-05,Influencer/Content,Tier 2,25-34,Conservative
NV408055,2026-05-13,2026-05,Organic App Store,Tier 3,45-54,Aggressive
NV408056,2026-05-27,2026-05,Referral,Tier 1,35-44,Moderate
NV408057,2026-05-20,2026-05,Paid Ads,Tier 1,35-44,Moderate
NV408058,2026-05-11,2026-05,Organic App Store,Tier 2,55+,Conservative
NV408059,2026-05-04,2026-05,Referral,Tier 1,25-34,Aggressive
NV408060,2026-05-07,2026-05,Influencer/Content,Tier 2,35-44,Moderate
NV408061,2026-05-22,2026-05,Influencer/Content,Tier 2,25-34,Moderate
NV408062,2026-05-13,2026-05,Organic App Store,Tier 2,25-34,Aggressive
NV408063,2026-05-26,2026-05,Referral,Tier 2,25-34,Conservative
NV408064,2026-05-19,2026-05,Organic App Store,Tier 3,25-34,Aggressive
NV408065,2026-05-05,2026-05,Organic App Store,Tier 2,25-34,Conservative
NV408066,2026-05-05,2026-05,Influencer/Content,Tier 3,25-34,Aggressive
NV408067,2026-05-06,2026-05,Referral,Tier 3,25-34,Moderate
NV408068,2026-05-25,2026-05,Organic App Store,Tier 3,55+,Moderate
NV408069,2026-05-25,2026-05,Organic App Store,Tier 1,18-24,Aggressive
NV408070,2026-05-06,2026-05,Paid Ads,Tier 1,35-44,Aggressive
NV408071,2026-05-06,2026-05,Referral,Tier 1,45-54,Moderate
NV408072,2026-05-18,2026-05,Organic App Store,Tier 1,18-24,Conservative
NV408073,2026-05-08,2026-05,Organic App Store,Tier 2,35-44,Conservative
NV408074,2026-05-21,2026-05,Paid Ads,Tier 2,25-34,Moderate
NV408075,2026-05-29,2026-05,Organic App Store,Tier 2,25-34,Moderate
NV408076,2026-05-24,2026-05,Referral,Tier 3,35-44,Conservative
NV408077,2026-05-09,2026-05,Paid Ads,Tier 3,18-24,Aggressive
NV408078,2026-05-23,2026-05,Referral,Tier 2,45-54,Aggressive
NV408079,2026-05-17,2026-05,Referral,Tier 2,45-54,Moderate
NV408080,2026-05-15,2026-05,Organic App Store,Tier 3,35-44,Conservative
NV408081,2026-05-22,2026-05,Influencer/Content,Tier 2,25-34,Moderate
NV408082,2026-05-26,2026-05,Influencer/Content,Tier 1,25-34,Moderate
NV408083,2026-05-29,2026-05,Organic App Store,Tier 1,18-24,Aggressive
NV408084,2026-05-21,2026-05,Influencer/Content,Tier 3,55+,Moderate
NV408085,2026-05-14,2026-05,Paid Ads,Tier 1,35-44,Moderate
NV408086,2026-05-14,2026-05,Referral,Tier 2,35-44,Conservative
NV408087,2026-05-09,2026-05,Paid Ads,Tier 1,35-44,Aggressive
NV408088,2026-05-17,2026-05,Referral,Tier 2,18-24,Moderate
NV408089,2026-05-29,2026-05,Referral,Tier 2,18-24,Moderate
NV408090,2026-05-13,2026-05,Referral,Tier 2,18-24,Moderate
NV408091,2026-05-04,2026-05,Paid Ads,Tier 1,25-34,Conservative
NV408092,2026-05-03,2026-05,Organic App Store,Tier 1,35-44,Conservative
NV408093,2026-05-09,2026-05,Paid Ads,Tier 2,25-34,Moderate
NV408094,2026-05-12,2026-05,Organic App Store,Tier 1,35-44,Conservative
NV408095,2026-05-28,2026-05,Referral,Tier 2,35-44,Conservative
NV408096,2026-05-24,2026-05,Referral,Tier 3,18-24,Conservative
NV408097,2026-05-07,2026-05,Organic App Store,Tier 1,25-34,Moderate
NV408098,2026-05-19,2026-05,Paid Ads,Tier 2,25-34,Conservative
NV408099,2026-05-16,2026-05,Organic App Store,Tier 1,25-34,Moderate
NV408100,2026-05-06,2026-05,Influencer/Content,Tier 3,25-34,Moderate
NV408101,2026-05-01,2026-05,Paid Ads,Tier 2,55+,Conservative
NV408102,2026-05-18,2026-05,Organic App Store,Tier 2,25-34,Moderate
NV408103,2026-05-15,2026-05,Organic App Store,Tier 2,35-44,Moderate
NV408104,2026-05-17,2026-05,Organic App Store,Tier 2,25-34,Moderate
NV408105,2026-05-11,2026-05,Organic App Store,Tier 1,18-24,Aggressive
NV408106,2026-05-08,2026-05,Organic App Store,Tier 1,18-24,Conservative
NV408107,2026-05-07,2026-05,Referral,Tier 1,25-34,Conservative
NV408108,2026-05-10,2026-05,Referral,Tier 1,25-34,Moderate
NV408109,2026-05-21,2026-05,Organic App Store,Tier 1,25-34,Conservative
NV408110,2026-05-24,2026-05,Referral,Tier 1,18-24,Moderate
NV408111,2026-05-14,2026-05,Organic App Store,Tier 2,35-44,Conservative
NV408112,2026-05-10,2026-05,Influencer/Content,Tier 1,35-44,Moderate
NV408113,2026-05-17,2026-05,Organic App Store,Tier 3,45-54,Moderate
NV408114,2026-05-27,2026-05,Influencer/Content,Tier 3,35-44,Aggressive
NV408115,2026-05-19,2026-05,Paid Ads,Tier 1,25-34,Conservative
NV408116,2026-05-01,2026-05,Organic App Store,Tier 1,35-44,Moderate
NV408117,2026-05-02,2026-05,Organic App Store,Tier 3,18-24,Moderate
NV408118,2026-05-17,2026-05,Paid Ads,Tier 3,25-34,Conservative
NV408119,2026-05-21,2026-05,Paid Ads,Tier 2,18-24,Aggressive
NV408120,2026-05-15,2026-05,Referral,Tier 3,25-34,Conservative
NV408121,2026-05-18,2026-05,Organic App Store,Tier 3,35-44,Moderate
NV408122,2026-05-06,2026-05,Referral,Tier 3,18-24,Moderate
NV408123,2026-05-05,2026-05,Referral,Tier 1,25-34,Conservative
NV408124,2026-05-10,2026-05,Organic App Store,Tier 3,35-44,Conservative
NV408125,2026-05-10,2026-05,Organic App Store,Tier 1,25-34,Aggressive
NV408126,2026-05-24,2026-05,Organic App Store,Tier 2,18-24,Aggressive
NV408127,2026-05-01,2026-05,Organic App Store,Tier 1,35-44,Moderate
NV408128,2026-05-15,2026-05,Organic App Store,Tier 2,35-44,Moderate
NV408129,2026-05-29,2026-05,Influencer/Content,Tier 1,35-44,Conservative
NV408130,2026-05-11,2026-05,Referral,Tier 3,25-34,Moderate
NV408131,2026-05-05,2026-05,Paid Ads,Tier 2,25-34,Moderate
NV408132,2026-05-26,2026-05,Paid Ads,Tier 1,25-34,Moderate
NV408133,2026-05-04,2026-05,Organic App Store,Tier 2,25-34,Moderate
NV408134,2026-05-17,2026-05,Influencer/Content,Tier 2,25-34,Conservative
NV408135,2026-05-04,2026-05,Organic App Store,Tier 1,18-24,Moderate
NV408136,2026-05-11,2026-05,Organic App Store,Tier 1,35-44,Conservative
NV408137,2026-05-07,2026-05,Paid Ads,Tier 1,25-34,Conservative
NV408138,2026-05-29,2026-05,Organic App Store,Tier 2,18-24,Moderate
NV408139,2026-05-29,2026-05,Organic App Store,Tier 1,25-34,Conservative
NV408140,2026-05-09,2026-05,Referral,Tier 2,35-44,Conservative
NV408141,2026-05-16,2026-05,Referral,Tier 1,25-34,Moderate
NV408142,2026-05-12,2026-05,Referral,Tier 1,25-34,Moderate
NV408143,2026-05-16,2026-05,Organic App Store,Tier 2,25-34,Moderate
NV408144,2026-05-26,2026-05,Organic App Store,Tier 1,25-34,Moderate
NV408145,2026-05-25,2026-05,Paid Ads,Tier 2,18-24,Moderate
NV408146,2026-05-11,2026-05,Referral,Tier 1,45-54,Conservative
NV408147,2026-05-07,2026-05,Referral,Tier 2,35-44,Moderate
NV408148,2026-05-17,2026-05,Organic App Store,Tier 2,25-34,Conservative
NV408149,2026-05-09,2026-05,Paid Ads,Tier 1,25-34,Moderate
NV408150,2026-05-16,2026-05,Organic App Store,Tier 2,25-34,Moderate
NV408151,2026-05-05,2026-05,Referral,Tier 1,35-44,Aggressive
NV408152,2026-05-13,2026-05,Organic App Store,Tier 2,45-54,Moderate
NV408153,2026-05-15,2026-05,Paid Ads,Tier 1,35-44,Aggressive
NV408154,2026-05-03,2026-05,Referral,Tier 1,25-34,Moderate
NV408155,2026-05-23,2026-05,Influencer/Content,Tier 3,25-34,Moderate
NV408156,2026-05-04,2026-05,Influencer/Content,Tier 2,25-34,Moderate
NV408157,2026-05-22,2026-05,Referral,Tier 3,45-54,Aggressive
NV408158,2026-05-11,2026-05,Influencer/Content,Tier 1,35-44,Moderate
NV408159,2026-05-03,2026-05,Referral,Tier 3,35-44,Aggressive
NV408160,2026-05-03,2026-05,Referral,Tier 2,35-44,Conservative
NV408161,2026-05-25,2026-05,Paid Ads,Tier 2,18-24,Aggressive
NV408162,2026-05-09,2026-05,Referral,Tier 2,55+,Moderate
NV408163,2026-05-05,2026-05,Referral,Tier 3,25-34,Conservative
NV408164,2026-05-24,2026-05,Referral,Tier 2,45-54,Conservative
NV408165,2026-05-14,2026-05,Organic App Store,Tier 1,55+,Moderate
NV408166,2026-05-29,2026-05,Organic App Store,Tier 1,18-24,Conservative
NV408167,2026-05-04,2026-05,Organic App Store,Tier 3,55+,Moderate
NV408168,2026-05-09,2026-05,Organic App Store,Tier 1,25-34,Moderate
NV408169,2026-05-15,2026-05,Referral,Tier 2,45-54,Moderate
NV408170,2026-05-22,2026-05,Organic App Store,Tier 2,45-54,Conservative
NV408171,2026-05-25,2026-05,Organic App Store,Tier 2,18-24,Aggressive
NV408172,2026-05-03,2026-05,Organic App Store,Tier 1,35-44,Conservative
NV408173,2026-05-01,2026-05,Organic App Store,Tier 1,25-34,Moderate
NV408174,2026-05-18,2026-05,Paid Ads,Tier 2,35-44,Moderate
NV408175,2026-05-09,2026-05,Influencer/Content,Tier 2,25-34,Moderate
NV408176,2026-05-08,2026-05,Paid Ads,Tier 2,18-24,Aggressive
NV408177,2026-05-30,2026-05,Organic App Store,Tier 2,25-34,Aggressive
NV408178,2026-05-12,2026-05,Referral,Tier 1,25-34,Moderate
NV408179,2026-05-10,2026-05,Referral,Tier 2,35-44,Moderate
NV408180,2026-05-07,2026-05,Paid Ads,Tier 3,35-44,Conservative
NV408181,2026-05-27,2026-05,Organic App Store,Tier 2,35-44,Conservative
NV408182,2026-05-02,2026-05,Paid Ads,Tier 2,45-54,Aggressive
NV408183,2026-05-13,2026-05,Organic App Store,Tier 2,35-44,Conservative
NV408184,2026-05-18,2026-05,Paid Ads,Tier 1,25-34,Aggressive
